customer_id,response,conversion_probability,recommendation
3283,0,0.0006344359,LOW PRIORITY
3286,0,0.004880674,LOW PRIORITY
3298,0,0.06563671,LOW PRIORITY
3308,0,0.0048625926,LOW PRIORITY
3310,0,0.020746043,LOW PRIORITY
3312,0,0.13728845,LOW PRIORITY
3321,0,0.0527215,LOW PRIORITY
3332,0,0.052523147,LOW PRIORITY
3334,0,0.13503619,LOW PRIORITY
3336,0,0.008383061,LOW PRIORITY
3340,1,0.50282097,MEDIUM PRIORITY
3363,0,0.0019964012,LOW PRIORITY
3376,0,0.03276686,LOW PRIORITY
3381,0,0.0043782066,LOW PRIORITY
3386,0,0.0010783457,LOW PRIORITY
3388,0,0.33178312,MEDIUM PRIORITY
3389,0,0.04282058,LOW PRIORITY
3403,0,0.12432359,LOW PRIORITY
3406,0,0.015173808,LOW PRIORITY
3409,0,0.060551703,LOW PRIORITY
3412,0,0.077822015,LOW PRIORITY
3421,0,0.017025141,LOW PRIORITY
3422,0,0.19309169,LOW PRIORITY
3426,0,0.0036435714,LOW PRIORITY
3427,0,0.19211103,LOW PRIORITY
3428,0,0.003819607,LOW PRIORITY
3433,0,0.10743826,LOW PRIORITY
3434,0,0.18950774,LOW PRIORITY
3436,0,0.005907996,LOW PRIORITY
3439,0,0.066935636,LOW PRIORITY
3445,1,0.55793625,MEDIUM PRIORITY
3463,0,0.0023246661,LOW PRIORITY
3469,0,0.18771279,LOW PRIORITY
3478,1,0.24103245,LOW PRIORITY
3479,0,0.31260246,MEDIUM PRIORITY
3483,1,0.7029341,HIGH PRIORITY
3491,0,0.024844617,LOW PRIORITY
3498,1,0.78067756,HIGH PRIORITY
3503,0,0.029646391,LOW PRIORITY
3507,1,0.6547278,HIGH PRIORITY
3515,0,0.003662736,LOW PRIORITY
3517,1,0.4484556,MEDIUM PRIORITY
3518,0,0.06738131,LOW PRIORITY
3520,1,0.9311784,HIGH PRIORITY
3523,0,0.012769703,LOW PRIORITY
3524,1,0.42049792,MEDIUM PRIORITY
3525,0,0.023051305,LOW PRIORITY
3526,0,0.0070181563,LOW PRIORITY
3535,0,0.040784374,LOW PRIORITY
3536,0,0.021964043,LOW PRIORITY
3537,0,0.18585236,LOW PRIORITY
3547,1,0.6184854,HIGH PRIORITY
3551,0,0.0017014163,LOW PRIORITY
3559,0,0.0002792655,LOW PRIORITY
3560,0,0.17588776,LOW PRIORITY
3565,0,0.0076434175,LOW PRIORITY
3570,0,0.002068477,LOW PRIORITY
3571,1,0.71440285,HIGH PRIORITY
3578,0,0.013113913,LOW PRIORITY
3584,1,0.96922594,HIGH PRIORITY
3594,0,0.116634354,LOW PRIORITY
3595,0,0.0025219158,LOW PRIORITY
3598,0,0.0044343947,LOW PRIORITY
3599,0,0.084867686,LOW PRIORITY
3602,0,0.0024768538,LOW PRIORITY
3619,1,0.86837214,HIGH PRIORITY
3623,0,0.005412406,LOW PRIORITY
3628,0,0.0056047984,LOW PRIORITY
3629,0,0.19944231,LOW PRIORITY
3635,0,0.007941209,LOW PRIORITY
3641,0,0.008784742,LOW PRIORITY
3643,0,0.008638141,LOW PRIORITY
3645,1,0.7107814,HIGH PRIORITY
3657,0,0.27315798,LOW PRIORITY
3661,0,0.30156937,MEDIUM PRIORITY
3665,0,0.025556965,LOW PRIORITY
3667,1,0.99582654,HIGH PRIORITY
3673,0,0.010637314,LOW PRIORITY
3678,1,0.6957037,HIGH PRIORITY
3690,1,0.95982987,HIGH PRIORITY
3696,0,0.0109392,LOW PRIORITY
3697,0,0.048626803,LOW PRIORITY
3698,1,0.9007262,HIGH PRIORITY
3706,1,0.24620818,LOW PRIORITY
3710,1,0.6132672,HIGH PRIORITY
3711,0,0.2522718,LOW PRIORITY
3712,0,0.18713535,LOW PRIORITY
3717,0,0.0018431181,LOW PRIORITY
3722,0,0.0013028745,LOW PRIORITY
3725,1,0.99437344,HIGH PRIORITY
3726,0,0.0091380505,LOW PRIORITY
3732,0,0.00887162,LOW PRIORITY
3745,0,0.004198953,LOW PRIORITY
3749,0,0.10087588,LOW PRIORITY
3759,0,0.03410634,LOW PRIORITY
3762,1,0.90487134,HIGH PRIORITY
3766,1,0.86790335,HIGH PRIORITY
3767,0,0.024396008,LOW PRIORITY
3769,0,0.023097606,LOW PRIORITY
3783,0,0.0038927086,LOW PRIORITY
3790,0,0.004312042,LOW PRIORITY
3798,0,0.0019106151,LOW PRIORITY
3799,0,0.021635698,LOW PRIORITY
3807,0,0.05858936,LOW PRIORITY
3828,0,0.014113202,LOW PRIORITY
3829,0,0.00033287518,LOW PRIORITY
3830,0,0.0006978674,LOW PRIORITY
3834,0,0.032738727,LOW PRIORITY
3839,0,0.019745277,LOW PRIORITY
3846,0,0.08304057,LOW PRIORITY
3850,0,0.032485537,LOW PRIORITY
3852,0,0.013102982,LOW PRIORITY
3855,0,0.030160708,LOW PRIORITY
3856,0,0.011610252,LOW PRIORITY
3859,0,0.01277965,LOW PRIORITY
3865,1,0.4294336,MEDIUM PRIORITY
3867,0,0.01277965,LOW PRIORITY
3870,0,0.022860536,LOW PRIORITY
3878,0,0.08858555,LOW PRIORITY
3885,1,0.9061384,HIGH PRIORITY
3887,1,0.93609756,HIGH PRIORITY
3896,0,0.15390132,LOW PRIORITY
3900,0,0.000812028,LOW PRIORITY
3910,1,0.95485085,HIGH PRIORITY
3916,0,0.16594753,LOW PRIORITY
3919,1,0.9390292,HIGH PRIORITY
3921,0,0.043386642,LOW PRIORITY
3924,0,0.08127903,LOW PRIORITY
3933,0,0.06745366,LOW PRIORITY
3934,0,0.009740615,LOW PRIORITY
3945,1,0.76235706,HIGH PRIORITY
3955,0,0.0058836285,LOW PRIORITY
3967,0,0.017037274,LOW PRIORITY
3968,1,0.98254967,HIGH PRIORITY
3969,0,0.0039442508,LOW PRIORITY
3972,0,0.03169058,LOW PRIORITY
3979,1,0.95981055,HIGH PRIORITY
4001,0,0.05795839,LOW PRIORITY
4002,0,0.021874532,LOW PRIORITY
4012,1,0.36826503,MEDIUM PRIORITY
4023,1,0.60657084,HIGH PRIORITY
4037,0,0.0027448745,LOW PRIORITY
4042,1,0.3805155,MEDIUM PRIORITY
4047,0,0.0386443,LOW PRIORITY
4050,0,0.0011902048,LOW PRIORITY
4055,0,0.0016811929,LOW PRIORITY
4058,0,0.12931123,LOW PRIORITY
4065,0,0.10230961,LOW PRIORITY
4066,0,0.0018194009,LOW PRIORITY
4070,1,0.9385745,HIGH PRIORITY
4073,1,0.669417,HIGH PRIORITY
4084,0,0.001380009,LOW PRIORITY
4086,0,0.014806907,LOW PRIORITY
4088,0,0.23746368,LOW PRIORITY
4093,0,0.0360839,LOW PRIORITY
4094,0,0.08101943,LOW PRIORITY
4095,0,0.07380974,LOW PRIORITY
4096,0,0.056506112,LOW PRIORITY
4098,0,0.09444203,LOW PRIORITY
4099,0,0.18647498,LOW PRIORITY
4102,0,0.0021360363,LOW PRIORITY
4107,0,0.0055059493,LOW PRIORITY
4114,0,0.1539259,LOW PRIORITY
4119,0,0.013563527,LOW PRIORITY
4120,0,0.0046188165,LOW PRIORITY
4122,1,0.7134447,HIGH PRIORITY
4127,1,0.8538721,HIGH PRIORITY
4128,0,0.017511632,LOW PRIORITY
4136,0,0.027560076,LOW PRIORITY
4137,0,0.048828024,LOW PRIORITY
4138,0,0.006584938,LOW PRIORITY
4141,0,0.055509575,LOW PRIORITY
4148,0,0.06377557,LOW PRIORITY
4149,0,0.011394669,LOW PRIORITY
4168,1,0.84786344,HIGH PRIORITY
4174,0,0.00067429175,LOW PRIORITY
4179,0,0.0009880827,LOW PRIORITY
4184,0,0.0011643548,LOW PRIORITY
4186,0,0.12831677,LOW PRIORITY
4188,1,0.5563498,MEDIUM PRIORITY
4198,0,0.0072716186,LOW PRIORITY
4200,0,0.0017009791,LOW PRIORITY
4201,0,0.09746283,LOW PRIORITY
4207,0,0.56496465,MEDIUM PRIORITY
4211,0,0.13397048,LOW PRIORITY
4216,1,0.9868242,HIGH PRIORITY
4220,0,0.0038247453,LOW PRIORITY
4227,0,0.0011685115,LOW PRIORITY
4240,0,0.06986249,LOW PRIORITY
4246,0,0.10844156,LOW PRIORITY
4248,0,0.3616666,MEDIUM PRIORITY
4252,0,0.00077481417,LOW PRIORITY
4259,0,0.0012401934,LOW PRIORITY
4261,1,0.9915296,HIGH PRIORITY
4268,0,0.0007963122,LOW PRIORITY
4271,0,0.005156655,LOW PRIORITY
4278,1,0.8872288,HIGH PRIORITY
4279,0,0.0011249064,LOW PRIORITY
4286,0,0.19284151,LOW PRIORITY
4290,0,0.03660087,LOW PRIORITY
4297,0,0.01065445,LOW PRIORITY
4298,0,0.0036488706,LOW PRIORITY
4299,1,0.26348135,LOW PRIORITY
4301,1,0.9587431,HIGH PRIORITY
4303,0,0.0075129773,LOW PRIORITY
4310,1,0.33183414,MEDIUM PRIORITY
4320,0,0.014654445,LOW PRIORITY
4322,0,0.041873086,LOW PRIORITY
4324,0,0.008007705,LOW PRIORITY
4328,0,0.00095607527,LOW PRIORITY
4329,0,0.0107703125,LOW PRIORITY
4331,0,0.14425798,LOW PRIORITY
4333,0,0.010927774,LOW PRIORITY
4338,0,0.07684521,LOW PRIORITY
4339,0,0.005412976,LOW PRIORITY
4345,0,0.0019843508,LOW PRIORITY
4351,0,0.01187899,LOW PRIORITY
4356,0,0.1362279,LOW PRIORITY
4368,0,0.001271677,LOW PRIORITY
4369,0,0.08463267,LOW PRIORITY
4370,0,0.0022277199,LOW PRIORITY
4376,1,0.21769914,LOW PRIORITY
4377,0,0.14851272,LOW PRIORITY
4381,0,0.03087352,LOW PRIORITY
4385,0,0.00546204,LOW PRIORITY
4390,0,0.007071267,LOW PRIORITY
4391,0,0.017025141,LOW PRIORITY
4394,0,0.055952225,LOW PRIORITY
4399,0,0.08771076,LOW PRIORITY
4405,0,0.036736075,LOW PRIORITY
4406,0,0.05703805,LOW PRIORITY
4415,0,0.03904099,LOW PRIORITY
4418,1,0.90189457,HIGH PRIORITY
4426,0,0.16376065,LOW PRIORITY
4427,1,0.93290424,HIGH PRIORITY
4432,0,0.015543493,LOW PRIORITY
4436,0,0.22818507,LOW PRIORITY
4437,0,0.0019463967,LOW PRIORITY
4440,0,0.009991113,LOW PRIORITY
4442,0,0.006774559,LOW PRIORITY
4444,0,0.03511568,LOW PRIORITY
4452,1,0.79373115,HIGH PRIORITY
4459,0,0.014390253,LOW PRIORITY
4470,0,0.045886133,LOW PRIORITY
4472,0,0.019107496,LOW PRIORITY
4475,0,0.22433344,LOW PRIORITY
4477,0,0.015953919,LOW PRIORITY
4478,0,0.010165732,LOW PRIORITY
4480,0,0.0046729385,LOW PRIORITY
4483,0,0.01786938,LOW PRIORITY
4487,1,0.31903666,MEDIUM PRIORITY
4491,0,0.13864063,LOW PRIORITY
4500,0,0.003819607,LOW PRIORITY
4501,0,0.03316107,LOW PRIORITY
4507,0,0.25351155,LOW PRIORITY
4508,0,0.0026934363,LOW PRIORITY
4518,0,0.009051414,LOW PRIORITY
4530,1,0.92480963,HIGH PRIORITY
4541,0,0.0012742261,LOW PRIORITY
4543,0,0.24141149,LOW PRIORITY
4547,0,0.0038817266,LOW PRIORITY
4548,0,0.003035495,LOW PRIORITY
4550,0,0.0039463774,LOW PRIORITY
4552,0,0.0025829917,LOW PRIORITY
4554,0,0.0011165661,LOW PRIORITY
4557,0,0.13163793,LOW PRIORITY
4580,1,0.9933444,HIGH PRIORITY
4587,0,0.0063772346,LOW PRIORITY
4597,0,0.04307991,LOW PRIORITY
4599,0,0.013013905,LOW PRIORITY
4603,0,0.003980296,LOW PRIORITY
4607,0,0.021315869,LOW PRIORITY
4608,1,0.02478635,LOW PRIORITY
4609,0,0.072347626,LOW PRIORITY
4611,1,0.91218925,HIGH PRIORITY
4619,0,0.06047189,LOW PRIORITY
4637,0,0.38145834,MEDIUM PRIORITY
4640,0,0.020970237,LOW PRIORITY
4643,0,0.23065798,LOW PRIORITY
4646,0,0.03778449,LOW PRIORITY
4653,0,0.067107745,LOW PRIORITY
4654,0,0.0034267644,LOW PRIORITY
4656,0,0.03175281,LOW PRIORITY
4669,0,0.06667288,LOW PRIORITY
4673,1,0.92411685,HIGH PRIORITY
4676,0,0.0039184047,LOW PRIORITY
4679,0,0.0028975715,LOW PRIORITY
4682,0,0.0012508973,LOW PRIORITY
4686,0,0.17493,LOW PRIORITY
4687,0,0.009140041,LOW PRIORITY
4690,0,0.03344222,LOW PRIORITY
4692,1,0.96076053,HIGH PRIORITY
4697,0,0.069193855,LOW PRIORITY
4698,0,0.034443017,LOW PRIORITY
4702,0,0.88323647,HIGH PRIORITY
4706,0,0.034270473,LOW PRIORITY
4712,0,0.0032422906,LOW PRIORITY
4713,0,0.20807144,LOW PRIORITY
4725,0,0.0010772778,LOW PRIORITY
4741,0,0.05334157,LOW PRIORITY
4743,0,0.048049897,LOW PRIORITY
4749,0,0.26853904,LOW PRIORITY
4754,0,0.0010398141,LOW PRIORITY
4756,1,0.547774,MEDIUM PRIORITY
4764,1,0.61233556,HIGH PRIORITY
4767,0,0.032292295,LOW PRIORITY
4769,0,0.023401232,LOW PRIORITY
4785,0,0.0115237385,LOW PRIORITY
4786,0,0.020924514,LOW PRIORITY
4789,0,0.11445351,LOW PRIORITY
4790,0,0.0026078396,LOW PRIORITY
4791,0,0.021458026,LOW PRIORITY
4796,0,0.00078264595,LOW PRIORITY
4808,0,0.04443792,LOW PRIORITY
4817,0,0.034054805,LOW PRIORITY
4827,1,0.21170372,LOW PRIORITY
4828,0,0.01970223,LOW PRIORITY
4832,0,0.002211014,LOW PRIORITY
4837,0,0.0680996,LOW PRIORITY
4838,0,0.01299862,LOW PRIORITY
4843,0,0.0026934363,LOW PRIORITY
4855,1,0.1456639,LOW PRIORITY
4856,0,0.961103,HIGH PRIORITY
4860,0,0.006430238,LOW PRIORITY
4864,0,0.055212393,LOW PRIORITY
4865,1,0.8238336,HIGH PRIORITY
4867,0,0.369687,MEDIUM PRIORITY
4877,0,0.15754886,LOW PRIORITY
4887,0,0.008138808,LOW PRIORITY
4910,0,0.33738828,MEDIUM PRIORITY
4915,0,0.018136954,LOW PRIORITY
4927,0,0.01571271,LOW PRIORITY
4931,0,0.025631534,LOW PRIORITY
4937,0,0.0007277621,LOW PRIORITY
4939,0,0.1843217,LOW PRIORITY
4943,0,0.15960705,LOW PRIORITY
4944,0,0.021315869,LOW PRIORITY
4945,0,0.68899244,HIGH PRIORITY
4947,1,0.9950765,HIGH PRIORITY
4954,0,0.01628053,LOW PRIORITY
4961,0,0.017862728,LOW PRIORITY
4964,0,0.0045717265,LOW PRIORITY
4967,0,0.13528931,LOW PRIORITY
4971,0,0.23746368,LOW PRIORITY
4973,0,0.0023770933,LOW PRIORITY
4974,0,0.06575747,LOW PRIORITY
4988,0,0.0012926826,LOW PRIORITY
4990,0,0.015478971,LOW PRIORITY
4992,1,0.8484011,HIGH PRIORITY
4994,0,0.44907653,MEDIUM PRIORITY
4998,0,0.0028561917,LOW PRIORITY
5010,0,0.0053305593,LOW PRIORITY
5011,0,0.0047941953,LOW PRIORITY
5012,0,0.0025300258,LOW PRIORITY
5015,0,0.07752596,LOW PRIORITY
5025,0,0.0042029484,LOW PRIORITY
5029,0,0.010359555,LOW PRIORITY
5031,1,0.5812358,MEDIUM PRIORITY
5036,0,0.3194816,MEDIUM PRIORITY
5043,0,0.059375066,LOW PRIORITY
5046,0,0.0074877464,LOW PRIORITY
5048,0,0.06457048,LOW PRIORITY
5049,0,0.1456639,LOW PRIORITY
5057,0,0.0011335469,LOW PRIORITY
5062,0,0.010636191,LOW PRIORITY
5063,0,0.06208515,LOW PRIORITY
5067,0,0.24084303,LOW PRIORITY
5068,0,0.0033615222,LOW PRIORITY
5074,0,0.16699064,LOW PRIORITY
5077,0,0.0008862455,LOW PRIORITY
5079,0,0.0060925246,LOW PRIORITY
5080,1,0.49419785,MEDIUM PRIORITY
5081,0,0.0022781466,LOW PRIORITY
5084,0,0.0007109786,LOW PRIORITY
5092,1,0.7151012,HIGH PRIORITY
5093,1,0.9685865,HIGH PRIORITY
5107,0,0.47278175,MEDIUM PRIORITY
5113,1,0.8966222,HIGH PRIORITY
5114,0,0.14212412,LOW PRIORITY
5117,0,0.05871026,LOW PRIORITY
5120,0,0.021084609,LOW PRIORITY
5121,0,0.043472614,LOW PRIORITY
5123,0,0.038920518,LOW PRIORITY
5125,0,0.01635416,LOW PRIORITY
5136,0,0.06625825,LOW PRIORITY
5138,0,0.011602063,LOW PRIORITY
5140,0,0.024535872,LOW PRIORITY
5147,0,0.5983044,MEDIUM PRIORITY
5150,0,0.06388276,LOW PRIORITY
5153,1,0.8538721,HIGH PRIORITY
5154,0,0.045217283,LOW PRIORITY
5156,0,0.008028006,LOW PRIORITY
5172,0,0.25637037,LOW PRIORITY
5176,0,0.0017916083,LOW PRIORITY
5177,0,0.0045755645,LOW PRIORITY
5180,0,0.0065115825,LOW PRIORITY
5181,0,0.012752534,LOW PRIORITY
5184,0,0.00312835,LOW PRIORITY
5185,0,0.013750828,LOW PRIORITY
5186,0,0.012882775,LOW PRIORITY
5204,1,0.81074923,HIGH PRIORITY
5207,1,0.6007724,HIGH PRIORITY
5209,0,0.02767091,LOW PRIORITY
5221,0,0.065416,LOW PRIORITY
5223,0,0.001103034,LOW PRIORITY
5229,0,0.002096191,LOW PRIORITY
5231,0,0.00622623,LOW PRIORITY
5232,0,0.0017757855,LOW PRIORITY
5234,0,0.0013184871,LOW PRIORITY
5236,0,0.99225676,HIGH PRIORITY
5237,0,0.0033049532,LOW PRIORITY
5247,0,0.0007703431,LOW PRIORITY
5250,1,0.12233713,LOW PRIORITY
5252,0,0.115269855,LOW PRIORITY
5253,0,0.030509511,LOW PRIORITY
5255,0,0.0036303697,LOW PRIORITY
5263,0,0.004516822,LOW PRIORITY
5267,0,0.031335328,LOW PRIORITY
5268,0,0.001970163,LOW PRIORITY
5272,0,0.010695105,LOW PRIORITY
5278,0,0.0037056806,LOW PRIORITY
5283,0,0.017723568,LOW PRIORITY
5286,0,0.0068619903,LOW PRIORITY
5287,0,0.00395336,LOW PRIORITY
5289,0,0.11008963,LOW PRIORITY
5290,0,0.05628453,LOW PRIORITY
5294,0,0.0024355773,LOW PRIORITY
5299,0,0.024281252,LOW PRIORITY
5300,0,0.019332172,LOW PRIORITY
5302,1,0.7839043,HIGH PRIORITY
5303,0,0.007466465,LOW PRIORITY
5304,0,0.13751216,LOW PRIORITY
5313,0,0.014253479,LOW PRIORITY
5314,0,0.04884494,LOW PRIORITY
5316,0,0.014464884,LOW PRIORITY
5320,1,0.7646052,HIGH PRIORITY
5324,0,0.0027408781,LOW PRIORITY
5329,0,0.0018870654,LOW PRIORITY
5331,0,0.33845013,MEDIUM PRIORITY
5332,0,0.16259451,LOW PRIORITY
5336,0,0.012875772,LOW PRIORITY
5341,0,0.39710218,MEDIUM PRIORITY
5342,0,0.16207102,LOW PRIORITY
5346,0,0.018959908,LOW PRIORITY
5350,1,0.6506153,HIGH PRIORITY
5370,0,0.75354975,HIGH PRIORITY
5371,1,0.8129144,HIGH PRIORITY
5376,0,0.07770574,LOW PRIORITY
5386,1,0.97109544,HIGH PRIORITY
5389,0,0.008852165,LOW PRIORITY
5393,0,0.0375924,LOW PRIORITY
5394,0,0.012392711,LOW PRIORITY
5396,0,0.023399908,LOW PRIORITY
5407,0,0.012047739,LOW PRIORITY
5423,0,0.008050338,LOW PRIORITY
5424,0,0.036389925,LOW PRIORITY
5429,0,0.04452357,LOW PRIORITY
5430,0,0.2588334,LOW PRIORITY
5441,0,0.00635648,LOW PRIORITY
5453,0,0.34550816,MEDIUM PRIORITY
5454,0,0.0034717363,LOW PRIORITY
5455,0,0.008740194,LOW PRIORITY
5462,0,0.027510732,LOW PRIORITY
5474,0,0.003431498,LOW PRIORITY
5491,0,0.032075122,LOW PRIORITY
5493,0,0.06493974,LOW PRIORITY
5510,0,0.1785178,LOW PRIORITY
5512,0,0.0030213546,LOW PRIORITY
5513,0,0.04613177,LOW PRIORITY
5517,0,0.009090448,LOW PRIORITY
5519,1,0.019706536,LOW PRIORITY
5524,1,0.95594233,HIGH PRIORITY
5527,0,0.043900143,LOW PRIORITY
5529,0,0.05795839,LOW PRIORITY
5534,0,0.08168919,LOW PRIORITY
5536,1,0.9757474,HIGH PRIORITY
5538,1,0.95485085,HIGH PRIORITY
5543,0,0.059270956,LOW PRIORITY
5544,0,0.38425115,MEDIUM PRIORITY
5545,0,0.004354643,LOW PRIORITY
5547,1,0.99032974,HIGH PRIORITY
5552,0,0.10485151,LOW PRIORITY
5555,0,0.0021928593,LOW PRIORITY
5558,0,0.13877425,LOW PRIORITY
5562,0,0.0036563931,LOW PRIORITY
5564,0,0.08683174,LOW PRIORITY
5577,0,0.0011058673,LOW PRIORITY
5585,1,0.6603801,HIGH PRIORITY
5589,0,0.048717216,LOW PRIORITY
5596,0,0.0042328513,LOW PRIORITY
5602,0,0.004880188,LOW PRIORITY
5610,0,0.006106516,LOW PRIORITY
5621,1,0.89474523,HIGH PRIORITY
5623,0,0.009865355,LOW PRIORITY
5626,0,0.25501165,LOW PRIORITY
5628,0,0.42718378,MEDIUM PRIORITY
5631,0,0.0031119967,LOW PRIORITY
5633,0,0.011932662,LOW PRIORITY
5636,1,0.71347225,HIGH PRIORITY
5642,0,0.03447625,LOW PRIORITY
5644,0,0.001720489,LOW PRIORITY
5654,0,0.012243882,LOW PRIORITY
5667,1,0.73222893,HIGH PRIORITY
5675,0,0.57953864,MEDIUM PRIORITY
5680,0,0.004499091,LOW PRIORITY
5682,0,0.10493868,LOW PRIORITY
5684,0,0.035601065,LOW PRIORITY
5687,0,0.12274004,LOW PRIORITY
5692,0,0.0006767181,LOW PRIORITY
5710,0,0.15434642,LOW PRIORITY
5718,1,0.8977967,HIGH PRIORITY
5721,0,0.013018259,LOW PRIORITY
5723,0,0.0008356654,LOW PRIORITY
5726,0,0.14021651,LOW PRIORITY
5731,0,0.028015655,LOW PRIORITY
5734,0,0.0027953933,LOW PRIORITY
5735,0,0.6506153,HIGH PRIORITY
5740,1,0.53793985,MEDIUM PRIORITY
5748,1,0.051145922,LOW PRIORITY
5751,0,0.003746741,LOW PRIORITY
5756,0,0.0052008447,LOW PRIORITY
5758,1,0.9411758,HIGH PRIORITY
5763,0,0.00798897,LOW PRIORITY
5782,0,0.034449805,LOW PRIORITY
5788,0,0.0070324726,LOW PRIORITY
5790,0,0.039383505,LOW PRIORITY
5794,1,0.7869461,HIGH PRIORITY
5796,0,0.017914265,LOW PRIORITY
5798,0,0.0027040641,LOW PRIORITY
5802,0,0.03168343,LOW PRIORITY
5823,0,0.011022591,LOW PRIORITY
5824,0,0.011560226,LOW PRIORITY
5827,0,0.007445617,LOW PRIORITY
5830,1,0.94558704,HIGH PRIORITY
5831,1,0.7756098,HIGH PRIORITY
5832,0,0.008449469,LOW PRIORITY
5835,0,0.12586777,LOW PRIORITY
5837,0,0.093598366,LOW PRIORITY
5841,0,0.011670978,LOW PRIORITY
5846,0,0.028894613,LOW PRIORITY
5847,0,0.0036877652,LOW PRIORITY
5848,1,0.97055286,HIGH PRIORITY
5863,0,0.004284453,LOW PRIORITY
5866,0,0.0047633555,LOW PRIORITY
5868,0,0.11159993,LOW PRIORITY
5871,0,0.074645184,LOW PRIORITY
5872,0,0.027529065,LOW PRIORITY
5883,0,0.00703221,LOW PRIORITY
5885,0,0.020746043,LOW PRIORITY
5892,0,0.83831877,HIGH PRIORITY
5896,0,0.0005546195,LOW PRIORITY
5899,0,0.118892476,LOW PRIORITY
5907,0,0.07145893,LOW PRIORITY
5909,0,0.029296985,LOW PRIORITY
5922,0,0.012175692,LOW PRIORITY
5929,0,0.13376015,LOW PRIORITY
5935,0,0.24519551,LOW PRIORITY
5939,0,0.0033227624,LOW PRIORITY
5948,0,0.0013769993,LOW PRIORITY
5954,0,0.008918327,LOW PRIORITY
5955,0,0.33267543,MEDIUM PRIORITY
5956,0,0.024551302,LOW PRIORITY
5959,0,0.059083864,LOW PRIORITY
5961,0,0.0024972872,LOW PRIORITY
5966,0,0.26585954,LOW PRIORITY
5967,0,0.01059184,LOW PRIORITY
5975,0,0.002997461,LOW PRIORITY
5985,0,0.42037034,MEDIUM PRIORITY
5987,0,0.0006532223,LOW PRIORITY
5989,0,0.024024338,LOW PRIORITY
5991,0,0.033515897,LOW PRIORITY
5995,1,0.7740432,HIGH PRIORITY
6001,0,0.0057069925,LOW PRIORITY
6019,1,0.5840198,MEDIUM PRIORITY
6024,1,0.97109544,HIGH PRIORITY
6036,0,0.0155798225,LOW PRIORITY
6049,0,0.00822285,LOW PRIORITY
6050,0,0.06584046,LOW PRIORITY
6055,0,0.07578706,LOW PRIORITY
6059,1,0.6745192,HIGH PRIORITY
6071,0,0.008089876,LOW PRIORITY
6072,1,0.9793586,HIGH PRIORITY
6086,0,0.03555545,LOW PRIORITY
6097,0,0.15017112,LOW PRIORITY
6103,0,0.0075173695,LOW PRIORITY
6116,0,0.011984089,LOW PRIORITY
6119,0,0.008596573,LOW PRIORITY
6131,0,0.00037708733,LOW PRIORITY
6141,0,0.06886869,LOW PRIORITY
6142,0,0.0067963535,LOW PRIORITY
6147,0,0.017128188,LOW PRIORITY
6168,0,0.05216193,LOW PRIORITY
6173,0,0.0008862455,LOW PRIORITY
6177,0,0.052983914,LOW PRIORITY
6181,0,0.11624123,LOW PRIORITY
6182,0,0.009534254,LOW PRIORITY
6183,0,0.045886133,LOW PRIORITY
6184,0,0.173576,LOW PRIORITY
6197,0,0.047027227,LOW PRIORITY
6200,0,0.009331791,LOW PRIORITY
6201,0,0.011033278,LOW PRIORITY
6202,0,0.011610252,LOW PRIORITY
6203,0,0.034279857,LOW PRIORITY
6205,1,0.59910876,MEDIUM PRIORITY
6211,0,0.004197396,LOW PRIORITY
6214,0,0.041642547,LOW PRIORITY
6215,1,0.3924825,MEDIUM PRIORITY
6218,0,0.2581258,LOW PRIORITY
6222,0,0.008803533,LOW PRIORITY
6230,0,0.083768256,LOW PRIORITY
6233,0,0.045404118,LOW PRIORITY
6237,0,0.0013215987,LOW PRIORITY
6245,0,0.008191616,LOW PRIORITY
6246,1,0.65214676,HIGH PRIORITY
6248,1,0.8330399,HIGH PRIORITY
6250,1,0.8069091,HIGH PRIORITY
6255,0,0.0009925526,LOW PRIORITY
6257,0,0.052832045,LOW PRIORITY
6260,1,0.31312737,MEDIUM PRIORITY
6261,0,0.0011277437,LOW PRIORITY
6262,0,0.073388524,LOW PRIORITY
6263,0,0.086901784,LOW PRIORITY
6271,0,0.012346551,LOW PRIORITY
6274,0,0.04179705,LOW PRIORITY
6281,0,0.16080736,LOW PRIORITY
6283,0,0.017025141,LOW PRIORITY
6287,1,0.43456483,MEDIUM PRIORITY
6289,0,0.011761238,LOW PRIORITY
6292,1,0.8308055,HIGH PRIORITY
6295,0,0.018441373,LOW PRIORITY
6299,1,0.88610584,HIGH PRIORITY
6303,0,0.009837108,LOW PRIORITY
6310,0,0.05613098,LOW PRIORITY
6312,0,0.020439386,LOW PRIORITY
6318,0,0.023399908,LOW PRIORITY
6320,0,0.6332527,HIGH PRIORITY
6327,0,0.001322727,LOW PRIORITY
6336,0,0.0025613885,LOW PRIORITY
6340,0,0.014053991,LOW PRIORITY
6343,0,0.06393184,LOW PRIORITY
6347,0,0.02548085,LOW PRIORITY
6349,0,0.032738492,LOW PRIORITY
6354,1,0.64437157,HIGH PRIORITY
6355,0,0.0027459136,LOW PRIORITY
6357,0,0.0043017445,LOW PRIORITY
6365,0,0.056077924,LOW PRIORITY
6374,0,0.075478196,LOW PRIORITY
6376,0,0.0026404872,LOW PRIORITY
6379,1,0.73914814,HIGH PRIORITY
6382,0,0.00049908314,LOW PRIORITY
