customer_id,recency,total_purchases,total_spend,cluster,segment,response
3334,35,21.0,2211.0,2,VIP,0
3336,96,14.0,948.0,0,At Risk,0
3340,56,20.0,436.0,0,At Risk,1
3363,99,5.0,34.0,3,Loyal,0
3376,9,11.0,235.0,1,New,0
3381,51,8.0,90.0,3,Loyal,0
3386,71,8.0,137.0,3,Loyal,0
3388,16,17.0,294.0,1,New,0
3389,61,34.0,1533.0,0,At Risk,0
3403,11,21.0,2092.0,2,VIP,0
3406,97,16.0,322.0,3,Loyal,0
3409,68,15.0,339.0,3,Loyal,0
3412,67,17.0,957.0,0,At Risk,0
3421,64,22.0,908.0,0,At Risk,0
3422,67,10.0,1376.0,0,At Risk,0
3426,89,26.0,1596.0,0,At Risk,0
3427,11,26.0,734.0,2,VIP,0
3428,56,24.0,1598.0,0,At Risk,0
3433,54,21.0,981.0,0,At Risk,0
3434,60,19.0,1336.0,0,At Risk,0
3436,24,5.0,20.0,1,New,0
3439,64,15.0,296.0,3,Loyal,0
3445,56,23.0,957.0,0,At Risk,1
3463,41,27.0,904.0,2,VIP,0
3469,94,9.0,103.0,3,Loyal,0
3478,17,30.0,736.0,2,VIP,1
3479,49,6.0,50.0,1,New,0
3483,76,25.0,1526.0,0,At Risk,1
3491,32,29.0,1260.0,2,VIP,0
3498,6,25.0,877.0,2,VIP,1
3503,78,15.0,974.0,0,At Risk,0
3507,44,14.0,1575.0,2,VIP,1
3515,94,9.0,160.0,3,Loyal,0
3517,32,10.0,161.0,1,New,1
3518,45,5.0,50.0,1,New,0
3520,94,14.0,1092.0,0,At Risk,1
3523,83,19.0,1073.0,0,At Risk,0
3524,9,10.0,167.0,1,New,1
3525,19,4.0,17.0,1,New,0
3526,58,6.0,38.0,3,Loyal,0
3535,68,13.0,967.0,0,At Risk,0
3536,65,7.0,55.0,3,Loyal,0
3537,57,10.0,79.0,3,Loyal,0
3547,12,7.0,64.0,1,New,1
3551,28,10.0,198.0,1,New,0
3559,77,9.0,57.0,3,Loyal,0
3560,57,20.0,1574.0,0,At Risk,0
3565,62,9.0,72.0,3,Loyal,0
3570,64,13.0,244.0,3,Loyal,0
3571,48,19.0,1101.0,2,VIP,1
3578,29,12.0,236.0,1,New,0
3584,35,22.0,1396.0,2,VIP,1
3594,74,32.0,747.0,0,At Risk,0
3595,29,28.0,1138.0,2,VIP,0
3598,53,22.0,606.0,0,At Risk,0
3599,61,23.0,1464.0,0,At Risk,0
3602,42,11.0,195.0,1,New,0
3619,19,17.0,1152.0,2,VIP,1
3623,55,10.0,45.0,3,Loyal,0
3628,93,7.0,80.0,3,Loyal,0
3629,17,9.0,145.0,1,New,0
3635,69,20.0,578.0,0,At Risk,0
3641,93,7.0,36.0,3,Loyal,0
3643,65,14.0,928.0,0,At Risk,0
3645,19,9.0,70.0,1,New,1
3657,1,11.0,165.0,1,New,0
3661,42,19.0,1435.0,2,VIP,0
3665,46,9.0,54.0,1,New,0
3667,20,25.0,1757.0,2,VIP,1
3673,59,26.0,779.0,0,At Risk,0
3678,13,29.0,656.0,2,VIP,1
3690,20,22.0,2091.0,2,VIP,1
3696,67,7.0,52.0,3,Loyal,0
3697,20,9.0,134.0,1,New,0
3698,13,19.0,2130.0,2,VIP,1
3706,54,7.0,94.0,3,Loyal,1
3710,41,7.0,81.0,1,New,1
3711,19,20.0,1902.0,2,VIP,0
3712,63,12.0,259.0,3,Loyal,0
3717,70,18.0,704.0,0,At Risk,0
3722,83,7.0,48.0,3,Loyal,0
3725,1,16.0,1688.0,2,VIP,1
3726,66,4.0,17.0,3,Loyal,0
3732,72,27.0,860.0,0,At Risk,0
3745,92,8.0,103.0,3,Loyal,0
3749,54,24.0,1580.0,0,At Risk,0
3759,34,26.0,1155.0,2,VIP,0
3762,30,17.0,925.0,2,VIP,1
3766,15,21.0,835.0,2,VIP,1
3767,1,24.0,1008.0,2,VIP,0
3769,17,5.0,42.0,1,New,0
3783,43,9.0,116.0,1,New,0
3790,31,4.0,15.0,1,New,0
3798,80,9.0,81.0,3,Loyal,0
3799,4,23.0,868.0,2,VIP,0
3807,83,23.0,766.0,0,At Risk,0
3828,61,28.0,1327.0,0,At Risk,0
3829,94,5.0,29.0,3,Loyal,0
3830,59,16.0,459.0,3,Loyal,0
3834,35,23.0,861.0,2,VIP,0
3839,76,12.0,88.0,3,Loyal,0
3846,98,15.0,270.0,3,Loyal,0
3850,52,5.0,43.0,3,Loyal,0
3852,48,27.0,964.0,2,VIP,0
3855,74,8.0,162.0,3,Loyal,0
3856,78,26.0,1005.0,0,At Risk,0
3859,36,26.0,1095.0,2,VIP,0
3865,14,7.0,73.0,1,New,1
3867,36,26.0,1095.0,2,VIP,0
3870,28,24.0,1006.0,2,VIP,0
3878,3,5.0,48.0,1,New,0
3885,10,5.0,63.0,1,New,1
3887,2,7.0,106.0,1,New,1
3896,3,5.0,37.0,1,New,0
3900,54,21.0,769.0,0,At Risk,0
3910,78,17.0,1862.0,0,At Risk,1
3916,92,25.0,890.0,0,At Risk,0
3919,64,20.0,1931.0,0,At Risk,1
3921,96,10.0,205.0,3,Loyal,0
3924,34,28.0,916.0,2,VIP,0
3933,46,24.0,662.0,2,VIP,0
3934,34,18.0,608.0,2,VIP,0
3945,80,25.0,930.0,0,At Risk,1
3955,20,0.0,6.0,1,New,0
3967,19,24.0,943.0,2,VIP,0
3968,77,27.0,1199.0,0,At Risk,1
3969,46,7.0,133.0,1,New,0
3972,70,19.0,401.0,0,At Risk,0
3979,98,17.0,1779.0,0,At Risk,1
4001,56,22.0,444.0,0,At Risk,0
4002,3,27.0,1123.0,2,VIP,0
4012,55,23.0,1226.0,0,At Risk,1
4023,29,10.0,115.0,1,New,1
4037,77,4.0,20.0,3,Loyal,0
4042,87,11.0,180.0,3,Loyal,1
4047,0,20.0,544.0,2,VIP,0
4050,65,8.0,127.0,3,Loyal,0
4055,41,8.0,64.0,1,New,0
4058,76,22.0,811.0,0,At Risk,0
4065,0,16.0,404.0,1,New,0
4066,76,7.0,46.0,3,Loyal,0
4070,99,18.0,1078.0,0,At Risk,1
4073,0,28.0,1215.0,2,VIP,1
4084,41,23.0,873.0,2,VIP,0
4086,77,5.0,60.0,3,Loyal,0
4088,22,10.0,155.0,1,New,0
4093,61,19.0,436.0,0,At Risk,0
4094,92,15.0,289.0,3,Loyal,0
4095,80,21.0,467.0,0,At Risk,0
4096,24,12.0,187.0,1,New,0
4098,3,9.0,44.0,1,New,0
4099,14,5.0,62.0,1,New,0
4102,46,4.0,23.0,1,New,0
4107,52,16.0,425.0,3,Loyal,0
4114,2,29.0,1693.0,2,VIP,0
4119,56,11.0,318.0,3,Loyal,0
4120,61,13.0,369.0,3,Loyal,0
4122,73,16.0,895.0,0,At Risk,1
4127,97,34.0,1529.0,0,At Risk,1
4128,51,20.0,725.0,0,At Risk,0
4136,63,11.0,119.0,3,Loyal,0
4137,29,16.0,1076.0,2,VIP,0
4138,68,23.0,899.0,0,At Risk,0
4141,26,21.0,776.0,2,VIP,0
4148,90,19.0,348.0,3,Loyal,0
4149,57,21.0,1348.0,0,At Risk,0
4168,30,23.0,433.0,2,VIP,1
4174,81,8.0,130.0,3,Loyal,0
4179,94,6.0,55.0,3,Loyal,0
4184,48,12.0,265.0,1,New,0
4186,11,9.0,76.0,1,New,0
4188,53,14.0,354.0,3,Loyal,1
4198,6,4.0,25.0,1,New,0
4200,85,15.0,275.0,3,Loyal,0
4201,39,19.0,468.0,2,VIP,0
4207,27,25.0,1298.0,2,VIP,0
4211,5,7.0,57.0,1,New,0
4216,33,26.0,1474.0,2,VIP,1
4220,26,7.0,87.0,1,New,0
4227,78,9.0,55.0,3,Loyal,0
4240,79,7.0,58.0,3,Loyal,0
4246,2,2.0,373.0,1,New,0
4248,23,19.0,2008.0,2,VIP,0
4252,73,12.0,301.0,3,Loyal,0
4259,80,4.0,10.0,3,Loyal,0
4261,23,26.0,1315.0,2,VIP,1
4268,50,9.0,158.0,3,Loyal,0
4271,80,17.0,341.0,3,Loyal,0
4278,73,19.0,1923.0,0,At Risk,1
4279,87,7.0,54.0,3,Loyal,0
4286,24,22.0,679.0,2,VIP,0
4290,8,4.0,24.0,1,New,0
4297,71,7.0,40.0,3,Loyal,0
4298,63,4.0,10.0,3,Loyal,0
4299,28,34.0,1825.0,2,VIP,1
4301,10,5.0,59.0,1,New,1
4303,76,1.0,137.0,3,Loyal,0
4310,25,21.0,1428.0,2,VIP,1
4320,6,23.0,943.0,2,VIP,0
4322,20,20.0,1291.0,2,VIP,0
4324,42,21.0,684.0,2,VIP,0
4328,81,8.0,55.0,3,Loyal,0
4329,43,6.0,16.0,1,New,0
4331,41,21.0,1371.0,2,VIP,0
4333,76,10.0,54.0,3,Loyal,0
4338,28,5.0,44.0,1,New,0
4339,37,28.0,913.0,2,VIP,0
4345,49,4.0,21.0,1,New,0
4351,90,5.0,55.0,3,Loyal,0
4356,70,14.0,1574.0,0,At Risk,0
4368,72,8.0,134.0,3,Loyal,0
4369,48,17.0,1169.0,0,At Risk,0
4370,83,9.0,88.0,3,Loyal,0
4376,27,7.0,93.0,1,New,1
4377,32,15.0,575.0,1,New,0
4381,56,17.0,235.0,3,Loyal,0
4385,82,8.0,47.0,3,Loyal,0
4390,14,23.0,841.0,2,VIP,0
4391,64,22.0,908.0,0,At Risk,0
4394,43,23.0,1501.0,2,VIP,0
4399,3,16.0,1091.0,2,VIP,0
4405,2,23.0,789.0,2,VIP,0
4406,29,25.0,1471.0,2,VIP,0
4415,19,8.0,38.0,1,New,0
4418,36,25.0,1644.0,2,VIP,1
4426,35,21.0,527.0,2,VIP,0
4427,56,28.0,1365.0,0,At Risk,1
4432,82,7.0,51.0,3,Loyal,0
4436,27,8.0,137.0,1,New,0
4437,65,12.0,260.0,3,Loyal,0
4440,93,18.0,546.0,0,At Risk,0
4442,70,9.0,177.0,3,Loyal,0
4444,28,6.0,61.0,1,New,0
4452,3,17.0,372.0,1,New,1
4459,13,5.0,37.0,1,New,0
4470,3,8.0,140.0,1,New,0
4472,34,6.0,57.0,1,New,0
4475,82,25.0,2440.0,0,At Risk,0
4477,4,18.0,653.0,2,VIP,0
4478,87,26.0,653.0,0,At Risk,0
4480,61,19.0,401.0,0,At Risk,0
4483,67,19.0,1228.0,0,At Risk,0
4487,67,7.0,95.0,3,Loyal,1
4491,3,28.0,1178.0,2,VIP,0
4500,56,24.0,1598.0,0,At Risk,0
4501,94,20.0,1478.0,0,At Risk,0
4507,87,22.0,1250.0,0,At Risk,0
4508,92,19.0,833.0,0,At Risk,0
4518,59,27.0,1169.0,0,At Risk,0
4530,36,23.0,1930.0,2,VIP,1
4541,84,12.0,257.0,3,Loyal,0
4543,32,19.0,1919.0,2,VIP,0
4547,86,6.0,25.0,3,Loyal,0
4548,66,5.0,54.0,3,Loyal,0
4550,51,6.0,71.0,3,Loyal,0
4552,37,12.0,393.0,1,New,0
4554,89,17.0,448.0,3,Loyal,0
4557,11,8.0,67.0,1,New,0
4580,46,26.0,2486.0,2,VIP,1
4587,90,12.0,266.0,3,Loyal,0
4597,67,19.0,2018.0,0,At Risk,0
4599,66,21.0,458.0,0,At Risk,0
4603,50,21.0,656.0,0,At Risk,0
4607,24,17.0,777.0,2,VIP,0
4608,18,27.0,778.0,2,VIP,1
4609,14,18.0,486.0,2,VIP,0
4611,36,30.0,1724.0,2,VIP,1
4619,9,27.0,277.0,2,VIP,0
4637,73,25.0,1650.0,0,At Risk,0
4640,65,26.0,1079.0,0,At Risk,0
4643,40,9.0,176.0,1,New,0
4646,44,25.0,978.0,2,VIP,0
4653,46,12.0,189.0,1,New,0
4654,40,19.0,1253.0,2,VIP,0
4656,28,24.0,710.0,2,VIP,0
4669,46,10.0,102.0,1,New,0
4673,17,21.0,1241.0,2,VIP,1
4676,86,25.0,1695.0,0,At Risk,0
4679,42,28.0,1092.0,2,VIP,0
4682,88,13.0,310.0,3,Loyal,0
4686,28,24.0,1686.0,2,VIP,0
4687,92,24.0,1633.0,0,At Risk,0
4690,45,21.0,586.0,2,VIP,0
4692,19,12.0,71.0,1,New,1
4697,62,16.0,390.0,3,Loyal,0
4698,32,16.0,410.0,1,New,0
4702,20,17.0,1895.0,2,VIP,0
4706,65,5.0,40.0,3,Loyal,0
4712,18,7.0,82.0,1,New,0
4713,15,9.0,125.0,1,New,0
4725,71,7.0,67.0,3,Loyal,0
4741,17,19.0,562.0,2,VIP,0
4743,72,28.0,971.0,0,At Risk,0
4749,55,22.0,586.0,0,At Risk,0
4754,91,7.0,122.0,3,Loyal,0
4756,42,25.0,1168.0,2,VIP,1
4764,52,12.0,169.0,3,Loyal,1
4767,41,20.0,1363.0,2,VIP,0
4769,52,23.0,493.0,0,At Risk,0
4785,3,22.0,714.0,2,VIP,0
4786,94,29.0,1109.0,0,At Risk,0
4789,95,18.0,1677.0,0,At Risk,0
4790,54,13.0,868.0,0,At Risk,0
4791,35,5.0,41.0,1,New,0
4796,71,5.0,39.0,3,Loyal,0
4808,12,4.0,17.0,1,New,0
4817,91,4.0,18.0,3,Loyal,0
4827,3,20.0,455.0,2,VIP,1
4828,12,21.0,792.0,2,VIP,0
4832,84,8.0,101.0,3,Loyal,0
4837,57,28.0,1305.0,0,At Risk,0
4838,40,4.0,15.0,1,New,0
4843,92,19.0,833.0,0,At Risk,0
4855,19,6.0,46.0,1,New,1
4856,38,25.0,1853.0,2,VIP,0
4860,66,5.0,25.0,3,Loyal,0
4864,68,12.0,175.0,3,Loyal,0
4865,2,21.0,400.0,2,VIP,1
4867,2,11.0,88.0,1,New,0
4877,2,5.0,41.0,1,New,0
4887,65,6.0,63.0,3,Loyal,0
4910,81,30.0,2074.0,0,At Risk,0
4915,86,23.0,732.0,0,At Risk,0
4927,76,9.0,68.0,3,Loyal,0
4931,13,28.0,1730.0,2,VIP,0
4937,62,5.0,44.0,3,Loyal,0
4939,20,13.0,317.0,1,New,0
4943,73,16.0,1727.0,0,At Risk,0
4944,24,17.0,777.0,2,VIP,0
4945,29,28.0,1210.0,2,VIP,0
4947,44,24.0,2059.0,2,VIP,1
4954,53,17.0,265.0,3,Loyal,0
4961,56,11.0,61.0,3,Loyal,0
4964,90,18.0,1158.0,0,At Risk,0
4967,19,15.0,268.0,1,New,0
4971,22,10.0,155.0,1,New,0
4973,39,5.0,25.0,1,New,0
4974,98,29.0,1392.0,0,At Risk,0
4988,58,9.0,62.0,3,Loyal,0
4990,90,21.0,869.0,0,At Risk,0
4992,12,9.0,69.0,1,New,1
4994,53,26.0,1735.0,0,At Risk,0
4998,85,14.0,1033.0,0,At Risk,0
5010,72,6.0,34.0,3,Loyal,0
5011,51,23.0,928.0,0,At Risk,0
5012,56,5.0,34.0,3,Loyal,0
5015,94,9.0,162.0,3,Loyal,0
5025,32,8.0,135.0,1,New,0
5029,14,4.0,14.0,1,New,0
5031,14,26.0,1833.0,2,VIP,1
5036,38,14.0,406.0,1,New,0
5043,89,13.0,434.0,3,Loyal,0
5046,97,25.0,1638.0,0,At Risk,0
5048,53,7.0,131.0,3,Loyal,0
5049,19,6.0,46.0,1,New,0
5057,74,20.0,611.0,0,At Risk,0
5062,71,5.0,39.0,3,Loyal,0
5063,76,12.0,191.0,3,Loyal,0
5067,11,21.0,1378.0,2,VIP,0
5068,75,5.0,26.0,3,Loyal,0
5074,10,5.0,47.0,1,New,0
5077,46,24.0,969.0,2,VIP,0
5079,82,10.0,97.0,3,Loyal,0
5080,12,17.0,1258.0,2,VIP,1
5081,54,5.0,47.0,3,Loyal,0
5084,87,24.0,1064.0,0,At Risk,0
5092,39,19.0,467.0,2,VIP,1
5093,15,9.0,101.0,1,New,1
5107,37,6.0,49.0,1,New,0
5113,67,16.0,1702.0,0,At Risk,1
5114,1,16.0,965.0,2,VIP,0
5117,32,18.0,576.0,2,VIP,0
5120,78,19.0,1289.0,0,At Risk,0
5121,30,20.0,761.0,2,VIP,0
5123,57,7.0,143.0,3,Loyal,0
5125,64,26.0,1348.0,0,At Risk,0
5136,58,28.0,798.0,0,At Risk,0
5138,68,5.0,43.0,3,Loyal,0
5140,66,21.0,1445.0,0,At Risk,0
5147,57,27.0,1424.0,0,At Risk,0
5150,64,7.0,47.0,3,Loyal,0
5153,97,34.0,1529.0,0,At Risk,1
5154,54,6.0,54.0,3,Loyal,0
5156,13,26.0,889.0,2,VIP,0
5172,4,17.0,1053.0,2,VIP,0
5176,88,5.0,53.0,3,Loyal,0
5177,56,16.0,396.0,3,Loyal,0
5180,56,10.0,149.0,3,Loyal,0
5181,58,4.0,24.0,3,Loyal,0
5184,65,4.0,23.0,3,Loyal,0
5185,83,13.0,892.0,0,At Risk,0
5186,59,22.0,731.0,0,At Risk,0
5204,21,22.0,1461.0,2,VIP,1
5207,41,29.0,793.0,2,VIP,1
5209,21,19.0,638.0,2,VIP,0
5221,93,26.0,879.0,0,At Risk,0
5223,80,8.0,66.0,3,Loyal,0
5229,81,5.0,42.0,3,Loyal,0
5231,15,5.0,51.0,1,New,0
5232,23,11.0,227.0,1,New,0
5234,85,7.0,81.0,3,Loyal,0
5236,30,21.0,2194.0,2,VIP,0
5237,79,9.0,63.0,3,Loyal,0
5247,52,7.0,45.0,3,Loyal,0
5250,75,22.0,1564.0,0,At Risk,1
5252,80,6.0,67.0,3,Loyal,0
5253,85,16.0,227.0,3,Loyal,0
5255,19,27.0,637.0,2,VIP,0
5263,99,5.0,55.0,3,Loyal,0
5267,43,5.0,44.0,1,New,0
5268,95,7.0,56.0,3,Loyal,0
5272,64,20.0,562.0,0,At Risk,0
5278,83,21.0,902.0,0,At Risk,0
5283,72,10.0,144.0,3,Loyal,0
5286,68,10.0,217.0,3,Loyal,0
5287,77,10.0,79.0,3,Loyal,0
5289,30,6.0,72.0,1,New,0
5290,51,16.0,279.0,3,Loyal,0
5294,49,10.0,57.0,1,New,0
5299,43,25.0,1586.0,2,VIP,0
5300,60,6.0,70.0,3,Loyal,0
5302,13,16.0,1428.0,2,VIP,1
5303,42,20.0,1113.0,2,VIP,0
5304,35,6.0,33.0,1,New,0
5313,20,9.0,44.0,1,New,0
5314,69,20.0,444.0,0,At Risk,0
5316,89,7.0,84.0,3,Loyal,0
5320,20,12.0,171.0,1,New,1
5324,94,19.0,422.0,0,At Risk,0
5329,24,4.0,11.0,1,New,0
5331,8,17.0,1869.0,2,VIP,0
5332,2,17.0,1066.0,2,VIP,0
5336,37,2.0,59.0,1,New,0
5341,2,14.0,1588.0,2,VIP,0
5342,31,6.0,29.0,1,New,0
5346,87,9.0,79.0,3,Loyal,0
5350,29,18.0,2525.0,2,VIP,1
5370,38,18.0,413.0,1,New,0
5371,0,8.0,91.0,1,New,1
5376,42,43.0,1730.0,2,VIP,0
5386,62,18.0,2302.0,0,At Risk,1
5389,93,16.0,347.0,3,Loyal,0
5393,64,5.0,42.0,3,Loyal,0
5394,42,10.0,38.0,1,New,0
5396,48,30.0,1366.0,2,VIP,0
5407,70,28.0,1085.0,0,At Risk,0
5423,35,4.0,16.0,1,New,0
5424,30,9.0,156.0,1,New,0
5429,10,10.0,183.0,1,New,0
5430,0,31.0,684.0,2,VIP,0
5441,97,15.0,388.0,3,Loyal,0
5453,26,24.0,2352.0,2,VIP,0
5454,80,6.0,50.0,3,Loyal,0
5455,89,10.0,122.0,3,Loyal,0
5462,63,32.0,1174.0,0,At Risk,0
5474,79,12.0,223.0,3,Loyal,0
5491,70,16.0,319.0,3,Loyal,0
5493,21,4.0,23.0,1,New,0
5510,2,16.0,441.0,1,New,0
5512,19,17.0,518.0,2,VIP,0
5513,49,6.0,40.0,1,New,0
5517,51,5.0,37.0,3,Loyal,0
5519,8,20.0,797.0,2,VIP,1
5524,58,25.0,1617.0,0,At Risk,1
5527,25,7.0,58.0,1,New,0
5529,56,22.0,444.0,0,At Risk,0
5534,30,10.0,224.0,1,New,0
5536,61,20.0,1957.0,0,At Risk,1
5538,78,17.0,1862.0,0,At Risk,1
5543,49,25.0,802.0,2,VIP,0
5544,32,22.0,1490.0,2,VIP,0
5545,72,14.0,988.0,0,At Risk,0
5547,9,20.0,1919.0,2,VIP,1
5552,50,17.0,293.0,3,Loyal,0
5555,81,0.0,6.0,3,Loyal,0
5558,90,15.0,1685.0,0,At Risk,0
5562,92,21.0,735.0,0,At Risk,0
5564,26,20.0,1338.0,2,VIP,0
5577,77,4.0,23.0,3,Loyal,0
5585,1,7.0,48.0,1,New,1
5589,95,24.0,793.0,0,At Risk,0
5596,44,21.0,728.0,2,VIP,0
5602,98,28.0,1282.0,0,At Risk,0
5610,58,6.0,36.0,3,Loyal,0
5621,8,17.0,316.0,1,New,1
5623,95,5.0,51.0,3,Loyal,0
5626,13,16.0,463.0,1,New,0
5628,25,24.0,1665.0,2,VIP,0
5631,92,18.0,692.0,0,At Risk,0
5633,47,17.0,231.0,1,New,0
5636,50,8.0,167.0,3,Loyal,1
5642,0,12.0,222.0,1,New,0
5644,96,15.0,363.0,3,Loyal,0
5654,34,7.0,61.0,1,New,0
5667,90,26.0,1701.0,0,At Risk,1
5675,98,22.0,493.0,0,At Risk,0
5680,66,5.0,30.0,3,Loyal,0
5682,8,30.0,1099.0,2,VIP,0
5684,25,7.0,68.0,1,New,0
5687,98,27.0,1633.0,0,At Risk,0
5692,82,5.0,32.0,3,Loyal,0
5710,31,9.0,120.0,1,New,0
5718,17,23.0,1415.0,2,VIP,1
5721,60,24.0,1566.0,0,At Risk,0
5723,63,8.0,116.0,3,Loyal,0
5726,15,10.0,60.0,1,New,0
5731,64,5.0,37.0,3,Loyal,0
5734,83,7.0,91.0,3,Loyal,0
5735,29,18.0,2525.0,2,VIP,0
5740,1,7.0,56.0,1,New,1
5748,96,16.0,475.0,3,Loyal,1
5751,54,5.0,38.0,3,Loyal,0
5756,64,7.0,55.0,3,Loyal,0
5758,23,28.0,1189.0,2,VIP,1
5763,63,18.0,380.0,3,Loyal,0
5782,15,22.0,763.0,2,VIP,0
5788,46,12.0,209.0,1,New,0
5790,62,7.0,72.0,3,Loyal,0
5794,1,18.0,446.0,2,VIP,1
5796,70,23.0,1125.0,0,At Risk,0
5798,87,15.0,985.0,0,At Risk,0
5802,40,7.0,75.0,1,New,0
5823,63,7.0,39.0,3,Loyal,0
5824,1,4.0,8.0,1,New,0
5827,53,11.0,62.0,3,Loyal,0
5830,96,22.0,2114.0,0,At Risk,1
5831,93,18.0,1815.0,0,At Risk,1
5832,32,21.0,1263.0,2,VIP,0
5835,39,9.0,65.0,1,New,0
5837,67,22.0,494.0,0,At Risk,0
5841,61,26.0,832.0,0,At Risk,0
5846,68,4.0,13.0,3,Loyal,0
5847,95,23.0,882.0,0,At Risk,0
5848,43,19.0,2009.0,2,VIP,1
5863,95,21.0,655.0,0,At Risk,0
5866,39,12.0,219.0,1,New,0
5868,49,6.0,46.0,1,New,0
5871,98,16.0,467.0,3,Loyal,0
5872,23,22.0,639.0,2,VIP,0
5883,78,21.0,664.0,0,At Risk,0
5885,94,16.0,211.0,3,Loyal,0
5892,11,17.0,221.0,1,New,0
5896,94,15.0,397.0,3,Loyal,0
5899,68,2.0,49.0,3,Loyal,0
5907,24,4.0,18.0,1,New,0
5909,25,20.0,1171.0,2,VIP,0
5922,48,12.0,218.0,1,New,0
5929,14,7.0,48.0,1,New,0
5935,60,23.0,764.0,0,At Risk,0
5939,84,11.0,122.0,3,Loyal,0
5948,96,12.0,237.0,3,Loyal,0
5954,92,11.0,192.0,3,Loyal,0
5955,27,16.0,1932.0,2,VIP,0
5956,74,16.0,284.0,3,Loyal,0
5959,80,15.0,199.0,3,Loyal,0
5961,29,5.0,57.0,1,New,0
5966,64,15.0,215.0,3,Loyal,0
5967,60,9.0,70.0,3,Loyal,0
5975,82,6.0,57.0,3,Loyal,0
5985,0,10.0,122.0,1,New,0
5987,52,7.0,43.0,3,Loyal,0
5989,51,24.0,1576.0,0,At Risk,0
5991,24,13.0,266.0,1,New,0
5995,54,20.0,384.0,0,At Risk,1
6001,62,25.0,937.0,0,At Risk,0
6019,9,6.0,72.0,1,New,1
6024,62,18.0,2302.0,0,At Risk,1
6036,78,19.0,1924.0,0,At Risk,0
6049,85,27.0,1804.0,0,At Risk,0
6050,33,26.0,1513.0,2,VIP,0
6055,94,19.0,1305.0,0,At Risk,0
6059,81,25.0,1314.0,0,At Risk,1
6071,77,22.0,1157.0,0,At Risk,0
6072,16,20.0,2087.0,2,VIP,1
6086,62,24.0,1380.0,0,At Risk,0
6097,64,24.0,561.0,0,At Risk,0
6103,40,7.0,100.0,1,New,0
6116,13,6.0,75.0,1,New,0
6119,52,4.0,17.0,3,Loyal,0
6131,87,16.0,431.0,3,Loyal,0
6141,46,14.0,385.0,1,New,0
6142,65,14.0,900.0,0,At Risk,0
6147,51,4.0,28.0,3,Loyal,0
6168,28,6.0,53.0,1,New,0
6173,46,24.0,969.0,2,VIP,0
6177,32,10.0,169.0,1,New,0
6181,36,27.0,939.0,2,VIP,0
6182,26,8.0,53.0,1,New,0
6183,3,8.0,140.0,1,New,0
6184,6,15.0,1670.0,2,VIP,0
6197,39,9.0,57.0,1,New,0
6200,50,23.0,901.0,0,At Risk,0
6201,45,7.0,49.0,1,New,0
6202,78,26.0,1005.0,0,At Risk,0
6203,58,26.0,1734.0,0,At Risk,0
6205,13,9.0,80.0,1,New,1
6211,47,5.0,39.0,1,New,0
6214,53,6.0,79.0,3,Loyal,0
6215,24,6.0,31.0,1,New,1
6218,74,17.0,499.0,3,Loyal,0
6222,28,7.0,37.0,1,New,0
6230,53,14.0,189.0,3,Loyal,0
6233,21,27.0,971.0,2,VIP,0
6237,92,25.0,416.0,0,At Risk,0
6245,71,18.0,507.0,0,At Risk,0
6246,40,23.0,1507.0,2,VIP,1
6248,47,27.0,2217.0,2,VIP,1
6250,62,24.0,775.0,0,At Risk,1
6255,29,13.0,334.0,1,New,0
6257,81,17.0,507.0,3,Loyal,0
6260,55,27.0,1957.0,0,At Risk,1
6261,81,18.0,470.0,0,At Risk,0
6262,93,22.0,1573.0,0,At Risk,0
6263,34,9.0,106.0,1,New,0
6271,13,6.0,63.0,1,New,0
6274,81,25.0,1615.0,0,At Risk,0
6281,27,16.0,982.0,2,VIP,0
6283,64,22.0,908.0,0,At Risk,0
6287,2,5.0,36.0,1,New,1
6289,85,10.0,185.0,3,Loyal,0
6292,60,18.0,1822.0,0,At Risk,1
6295,46,26.0,981.0,2,VIP,0
6299,28,24.0,813.0,2,VIP,1
6303,72,22.0,1497.0,0,At Risk,0
6310,4,7.0,78.0,1,New,0
6312,29,30.0,863.0,2,VIP,0
6318,48,30.0,1366.0,2,VIP,0
6320,42,23.0,1508.0,2,VIP,0
6327,87,17.0,1146.0,0,At Risk,0
6336,55,10.0,48.0,3,Loyal,0
6340,52,6.0,26.0,3,Loyal,0
6343,6,23.0,1518.0,2,VIP,0
6347,26,5.0,36.0,1,New,0
6349,71,19.0,1319.0,0,At Risk,0
6354,51,6.0,47.0,3,Loyal,1
6355,19,9.0,45.0,1,New,0
6357,29,18.0,491.0,2,VIP,0
6365,5,6.0,80.0,1,New,0
6374,50,16.0,297.0,3,Loyal,0
6376,83,19.0,545.0,0,At Risk,0
6379,3,9.0,121.0,1,New,1
6382,97,5.0,54.0,3,Loyal,0
6383,78,8.0,46.0,3,Loyal,0
6384,30,21.0,1453.0,2,VIP,0
6387,39,9.0,77.0,1,New,0
6398,2,8.0,50.0,1,New,0
6404,10,16.0,282.0,1,New,0
6406,13,21.0,1427.0,2,VIP,0
6409,18,20.0,1179.0,2,VIP,1
6417,85,24.0,1564.0,0,At Risk,0
6421,32,21.0,2116.0,2,VIP,0
6422,20,17.0,1270.0,2,VIP,0
6424,9,5.0,49.0,1,New,0
6428,37,17.0,1130.0,2,VIP,0
6431,13,7.0,68.0,1,New,0
