customer_id,age,income,total_spend,total_purchases,avg_spend_per_purchase,web_purchase_ratio,deal_sensitivity,recency,num_web_visits_month,campaign_engagement_rate,total_children,has_children,customer_tenure_days,income_per_person,education_rank,marital_clean,complain,response
2109,34,96843.0,1544.0,28.0,55.142857142857146,0.21428571428571427,0.03571428571428571,60,2,0.2,0,0,4799,96843.0,3,Single,0,1
2114,78,82800.0,1315.0,26.0,50.57692307692308,0.2692307692307692,0.038461538461538464,23,3,0.4,0,0,4949,82800.0,5,Single,0,1
2115,67,50116.0,66.0,7.0,9.428571428571429,0.14285714285714285,0.2857142857142857,68,5,0.2,2,1,4376,16705.333333333332,3,Married,0,0
2118,60,62905.0,622.0,20.0,31.1,0.35,0.15,68,4,0.0,1,1,4659,31452.5,2,Married,0,0
2125,65,63033.0,1102.0,16.0,68.875,0.1875,0.0625,82,2,0.0,0,0,4593,63033.0,3,Divorced,0,0
2130,42,45203.0,147.0,8.0,18.375,0.375,0.125,4,6,0.0,2,1,4465,15067.666666666666,3,Married,0,1
2131,65,62859.0,1307.0,23.0,56.82608695652174,0.391304347826087,0.17391304347826086,37,6,0.0,1,1,4913,31429.5,5,Divorced,0,0
2134,72,53700.0,694.0,22.0,31.545454545454547,0.22727272727272727,0.18181818181818182,94,5,0.0,1,1,5048,26850.0,3,Single,0,0
2139,49,7500.0,31.0,8.0,3.875,0.25,0.375,19,5,0.0,1,1,4637,3750.0,4,Married,0,0
2147,55,76653.0,2279.0,23.0,99.08695652173913,0.17391304347826086,0.043478260869565216,91,2,0.4,0,0,4684,76653.0,3,Married,0,0
2150,66,80995.0,1482.0,22.0,67.36363636363636,0.36363636363636365,0.045454545454545456,83,4,0.0,1,1,4781,40497.5,5,Widow,0,0
2154,53,30372.0,44.0,8.0,5.5,0.25,0.375,33,7,0.0,2,1,4918,10124.0,3,Widow,0,0
2156,69,22554.0,41.0,10.0,4.1,0.2,0.4,38,5,0.0,2,1,4970,7518.0,5,Married,0,0
2157,52,26290.0,77.0,10.0,7.7,0.2,0.4,49,6,0.0,2,1,4900,8763.333333333334,3,Married,0,0
2162,48,56939.0,561.0,18.0,31.166666666666668,0.16666666666666666,0.1111111111111111,19,3,0.0,1,1,4651,28469.5,3,Married,0,0
2166,64,46779.0,23.0,4.0,5.75,0.0,0.25,55,4,0.0,2,1,4719,15593.0,2,Widow,0,0
2173,72,40049.0,32.0,5.0,6.4,0.2,0.2,23,6,0.0,1,1,4623,20024.5,3,Widow,0,0
2174,70,46344.0,27.0,6.0,4.5,0.16666666666666666,0.3333333333333333,38,5,0.0,2,1,4480,15448.0,3,Single,0,0
2176,52,80134.0,1690.0,16.0,105.625,0.3125,0.125,40,6,0.6,1,1,4772,40067.0,3,Married,0,1
2181,54,70617.0,1280.0,14.0,91.42857142857143,0.21428571428571427,0.07142857142857142,45,2,0.0,0,0,4738,70617.0,3,Married,0,0
2186,47,82326.0,2257.0,22.0,102.5909090909091,0.22727272727272727,0.045454545454545456,30,2,0.6,0,0,4478,82326.0,2,Married,0,1
2202,46,41154.0,69.0,6.0,11.5,0.16666666666666666,0.16666666666666666,98,5,0.0,1,1,4813,20577.0,3,Married,0,0
2217,49,37284.0,23.0,4.0,5.75,0.0,0.25,46,6,0.0,2,1,4824,12428.0,2,Married,0,0
2223,59,64176.0,1826.0,33.0,55.333333333333336,0.24242424242424243,0.24242424242424243,52,6,0.0,1,1,5062,32088.0,2,Divorced,0,0
2225,47,82582.0,1617.0,21.0,77.0,0.19047619047619047,0.047619047619047616,54,1,0.4,0,0,4389,82582.0,3,Divorced,0,1
2227,66,26490.0,210.0,11.0,19.09090909090909,0.2727272727272727,0.18181818181818182,92,6,0.0,0,0,5012,26490.0,2,Married,0,0
2230,54,23626.0,43.0,10.0,4.3,0.3,0.3,84,5,0.0,1,1,4403,11813.0,5,Married,0,0
2245,55,43641.0,139.0,10.0,13.9,0.2,0.3,50,6,0.0,2,1,4800,14547.0,4,Married,0,0
2246,59,46891.0,183.0,8.0,22.875,0.25,0.125,91,4,0.0,1,1,4668,23445.5,2,Married,0,0
2253,34,18929.0,85.0,6.0,14.166666666666666,0.16666666666666666,0.16666666666666666,15,6,0.0,0,0,4865,18929.0,3,Married,0,0
2254,41,69520.0,1455.0,21.0,69.28571428571429,0.42857142857142855,0.047619047619047616,95,5,0.0,0,0,4724,69520.0,3,Married,0,0
2256,51,27159.0,21.0,6.0,3.5,0.16666666666666666,0.3333333333333333,33,6,0.0,2,1,4459,9053.0,4,Married,0,0
2258,38,32880.0,42.0,5.0,8.4,0.2,0.2,76,8,0.0,1,1,4939,16440.0,3,Married,0,0
2261,55,26304.0,16.0,4.0,4.0,0.25,0.25,5,7,0.0,1,1,4738,13152.0,3,Married,0,0
2262,59,45143.0,311.0,15.0,20.733333333333334,0.4,0.2,74,7,0.0,1,1,4674,22571.5,4,Married,0,0
2276,69,57959.0,868.0,27.0,32.148148148148145,0.14814814814814814,0.18518518518518517,71,3,0.0,1,1,4790,28979.5,3,Single,0,0
2278,39,33812.0,133.0,8.0,16.625,0.25,0.25,86,6,0.0,1,1,4970,16906.0,2,Single,0,0
2281,54,33697.0,28.0,4.0,7.0,0.25,0.25,34,7,0.2,1,1,4654,16848.5,3,Single,0,0
2285,70,36634.0,335.0,15.0,22.333333333333332,0.3333333333333333,0.2,0,7,0.0,1,1,4764,18317.0,4,Married,0,0
2286,62,50785.0,114.0,8.0,14.25,0.25,0.25,27,6,0.0,2,1,4659,16928.333333333332,3,Single,0,0
2292,39,22327.0,24.0,5.0,4.8,0.2,0.2,94,5,0.0,1,1,4698,11163.5,3,Single,0,0
2295,70,62670.0,825.0,22.0,37.5,0.22727272727272727,0.045454545454545456,57,3,0.0,1,1,4514,31335.0,5,Married,0,0
2296,49,37368.0,30.0,4.0,7.5,0.25,0.25,4,6,0.2,1,1,4562,18684.0,4,Married,0,0
2304,61,66313.0,770.0,23.0,33.47826086956522,0.2608695652173913,0.08695652173913043,86,4,0.0,1,1,4653,33156.5,5,Married,0,0
2308,70,46734.0,330.0,14.0,23.571428571428573,0.42857142857142855,0.14285714285714285,40,7,0.0,1,1,4955,23367.0,3,Married,0,0
2315,64,58401.0,96.0,6.0,16.0,0.16666666666666666,0.16666666666666666,55,4,0.0,1,1,4437,29200.5,3,Divorced,0,0
2320,46,47025.0,635.0,23.0,27.608695652173914,0.4782608695652174,0.21739130434782608,98,9,0.0,1,1,4657,23512.5,2,Married,0,0
2324,52,77044.0,1065.0,31.0,34.354838709677416,0.22580645161290322,0.06451612903225806,12,4,0.2,1,1,4612,38522.0,3,Married,0,0
2326,34,18929.0,85.0,6.0,14.166666666666666,0.16666666666666666,0.16666666666666666,15,6,0.0,0,0,4865,18929.0,3,Married,0,0
2337,53,29819.0,39.0,9.0,4.333333333333333,0.3333333333333333,0.3333333333333333,77,6,0.0,1,1,4615,14909.5,3,Divorced,0,0
2345,42,70038.0,1244.0,17.0,73.17647058823529,0.23529411764705882,0.058823529411764705,54,2,0.0,0,0,4614,70038.0,5,Married,0,0
2350,52,59666.0,1027.0,20.0,51.35,0.15,0.35,87,8,0.2,2,1,4831,19888.666666666668,3,Married,0,0
2371,52,33622.0,81.0,9.0,9.0,0.2222222222222222,0.3333333333333333,22,7,0.0,2,1,4809,11207.333333333334,3,Married,0,0
2375,52,30261.0,22.0,4.0,5.5,0.0,0.25,75,8,0.0,3,1,5009,7565.25,3,Married,0,0
2379,71,69267.0,1635.0,14.0,116.78571428571429,0.21428571428571427,0.14285714285714285,31,7,0.0,0,0,5012,69267.0,3,Single,0,1
2387,72,43776.0,275.0,17.0,16.176470588235293,0.29411764705882354,0.35294117647058826,9,8,0.0,2,1,4878,14592.0,4,Married,0,1
2392,52,40321.0,102.0,8.0,12.75,0.375,0.25,59,7,0.0,2,1,4702,13440.333333333334,3,Married,0,0
2404,48,53359.0,257.0,14.0,18.357142857142858,0.35714285714285715,0.2857142857142857,4,7,0.0,2,1,4765,17786.333333333332,3,Married,0,0
2406,75,54591.0,519.0,19.0,27.31578947368421,0.3157894736842105,0.15789473684210525,63,5,0.0,1,1,4695,27295.5,3,Married,0,0
2407,42,69109.0,1555.0,20.0,77.75,0.3,0.05,10,4,0.2,0,0,4964,69109.0,3,Married,0,1
2408,48,58597.0,733.0,32.0,22.90625,0.21875,0.375,20,7,0.0,2,1,4953,19532.333333333332,3,Married,0,0
2410,55,81657.0,1097.0,16.0,68.5625,0.1875,0.0625,69,1,0.0,0,0,4525,81657.0,3,Single,0,0
2415,62,62568.0,953.0,16.0,59.5625,0.3125,0.1875,99,4,0.2,1,1,4450,31284.0,3,Married,0,0
2416,55,66582.0,1288.0,20.0,64.4,0.1,0.05,83,1,0.0,0,0,4485,66582.0,5,Single,0,0
2426,60,78825.0,895.0,29.0,30.862068965517242,0.1724137931034483,0.034482758620689655,35,3,0.0,0,0,5020,78825.0,5,Divorced,0,1
2428,54,28164.0,78.0,9.0,8.666666666666666,0.2222222222222222,0.3333333333333333,23,7,0.0,1,1,4788,14082.0,3,Married,0,0
2429,70,72071.0,1338.0,20.0,66.9,0.25,0.15,4,2,0.0,1,1,4867,36035.5,3,Divorced,0,0
2431,34,18222.0,67.0,6.0,11.166666666666666,0.3333333333333333,0.16666666666666666,70,8,0.0,0,0,4912,18222.0,3,Married,0,0
2437,35,51381.5,1611.0,24.0,67.125,0.25,0.041666666666666664,69,3,0.4,0,0,4758,51381.5,3,Married,0,0
2445,50,28440.0,63.0,6.0,10.5,0.3333333333333333,0.16666666666666666,87,8,0.0,1,1,4724,14220.0,5,Married,0,0
2447,45,30545.0,69.0,7.0,9.857142857142858,0.2857142857142857,0.2857142857142857,71,7,0.0,1,1,4987,15272.5,3,Married,0,0
2452,53,34600.0,318.0,17.0,18.705882352941178,0.29411764705882354,0.29411764705882354,8,8,0.0,2,1,4911,11533.333333333334,3,Married,0,1
2453,64,62807.0,819.0,23.0,35.608695652173914,0.21739130434782608,0.13043478260869565,83,5,0.0,1,1,5034,31403.5,3,Married,0,0
2456,49,40233.0,149.0,13.0,11.461538461538462,0.15384615384615385,0.38461538461538464,84,6,0.0,1,1,4625,20116.5,5,Married,0,0
2457,49,30801.0,45.0,6.0,7.5,0.16666666666666666,0.3333333333333333,23,7,0.0,1,1,4978,15400.5,1,Married,0,0
2461,69,51124.0,43.0,6.0,7.166666666666667,0.16666666666666666,0.3333333333333333,79,3,0.0,2,1,4560,17041.333333333332,4,Single,0,0
2471,59,61482.0,299.0,12.0,24.916666666666668,0.25,0.08333333333333333,39,2,0.0,0,0,4369,61482.0,3,Married,0,0
2478,51,25410.0,38.0,6.0,6.333333333333333,0.16666666666666666,0.16666666666666666,48,4,0.0,1,1,4669,12705.0,3,Married,0,0
2488,68,31395.0,64.0,10.0,6.4,0.2,0.4,80,6,0.0,2,1,4830,10465.0,2,Divorced,0,0
2493,58,61286.0,608.0,18.0,33.77777777777778,0.3888888888888889,0.1111111111111111,34,5,0.0,1,1,4698,30643.0,3,Married,0,0
2495,50,83891.0,816.0,22.0,37.09090909090909,0.18181818181818182,0.045454545454545456,24,1,0.0,1,1,4376,41945.5,4,Married,0,0
2499,66,75342.0,563.0,18.0,31.27777777777778,0.2777777777777778,0.05555555555555555,38,4,0.0,1,1,4786,37671.0,2,Single,0,0
2516,55,46831.0,78.0,7.0,11.142857142857142,0.14285714285714285,0.2857142857142857,84,4,0.0,2,1,4753,15610.333333333334,2,Married,0,0
2518,38,20491.0,30.0,4.0,7.5,0.0,0.25,16,7,0.0,0,0,4887,20491.0,2,Married,0,0
2521,53,35178.0,59.0,5.0,11.8,0.2,0.2,10,7,0.2,1,1,4902,17589.0,4,Married,0,1
2525,50,38410.0,534.0,18.0,29.666666666666668,0.2777777777777778,0.1111111111111111,65,6,0.0,0,0,5020,38410.0,5,Married,0,1
2532,37,73454.0,1651.0,13.0,127.0,0.15384615384615385,0.07692307692307693,95,5,0.2,0,0,4487,73454.0,4,Single,0,0
2534,71,37716.0,188.0,10.0,18.8,0.4,0.2,4,7,0.0,1,1,4436,18858.0,3,Married,0,0
2535,46,88097.0,844.0,20.0,42.2,0.3,0.05,24,9,0.6,1,1,5047,44048.5,4,Married,0,1
2541,48,24027.0,48.0,7.0,6.857142857142857,0.2857142857142857,0.2857142857142857,7,8,0.0,1,1,4752,12013.5,3,Married,0,0
2544,73,57530.0,92.0,7.0,13.142857142857142,0.14285714285714285,0.14285714285714285,68,1,0.0,1,1,4627,28765.0,4,Divorced,0,0
2546,47,31878.0,70.0,6.0,11.666666666666666,0.16666666666666666,0.16666666666666666,7,3,0.0,1,1,4374,15939.0,2,Single,0,0
2549,41,21840.0,27.0,5.0,5.4,0.2,0.2,80,9,0.0,1,1,4710,10920.0,5,Married,0,0
2552,69,55521.0,446.0,24.0,18.583333333333332,0.25,0.375,11,7,0.2,3,1,4617,13880.25,5,Single,0,1
2557,54,29548.0,29.0,5.0,5.8,0.2,0.2,52,4,0.2,1,1,4671,14774.0,4,Single,0,0
2561,58,63810.0,1371.0,23.0,59.608695652173914,0.17391304347826086,0.17391304347826086,45,8,0.2,1,1,4962,31905.0,3,Single,0,0
2563,63,28249.0,43.0,6.0,7.166666666666667,0.3333333333333333,0.16666666666666666,80,6,0.0,0,0,4381,28249.0,1,Married,0,0
2564,71,61278.0,165.0,10.0,16.5,0.3,0.2,87,6,0.0,1,1,4543,30639.0,3,Married,0,0
2565,69,70638.0,1334.0,20.0,66.7,0.2,0.05,69,3,0.2,0,0,4760,70638.0,4,Divorced,0,0
2569,37,17323.0,46.0,5.0,9.2,0.2,0.2,38,8,0.0,0,0,4994,17323.0,3,Married,0,0
2570,56,56534.0,815.0,25.0,32.6,0.4,0.16,35,8,0.4,1,1,4708,28267.0,3,Married,0,1
2574,47,61996.0,1230.0,21.0,58.57142857142857,0.2857142857142857,0.14285714285714285,27,5,0.6,1,1,4881,30998.0,5,Married,0,1
2579,67,71113.0,835.0,26.0,32.11538461538461,0.23076923076923078,0.15384615384615385,95,4,0.0,1,1,4561,35556.5,3,Married,0,0
2587,52,29791.0,20.0,7.0,2.857142857142857,0.2857142857142857,0.2857142857142857,21,5,0.0,1,1,4412,14895.5,5,Married,0,0
2589,52,26759.0,59.0,8.0,7.375,0.25,0.25,65,6,0.0,1,1,4509,13379.5,3,Divorced,0,0
2591,65,76320.0,932.0,15.0,62.13333333333333,0.4,0.13333333333333333,49,2,0.0,1,1,4374,38160.0,3,Widow,0,0
2607,71,40464.0,630.0,24.0,26.25,0.3333333333333333,0.25,78,8,0.0,1,1,4901,20232.0,3,Single,0,0
2611,65,82576.0,1910.0,19.0,100.52631578947368,0.10526315789473684,0.05263157894736842,66,1,0.2,0,0,5064,82576.0,4,Married,0,0
2612,37,75794.0,1682.0,25.0,67.28,0.28,0.04,33,3,0.2,0,0,4554,75794.0,3,Married,0,0
2613,64,54197.0,237.0,12.0,19.75,0.08333333333333333,0.16666666666666666,16,1,0.0,1,1,4454,27098.5,4,Married,0,0
2620,50,34596.0,23.0,4.0,5.75,0.25,0.25,48,8,0.0,1,1,4809,17298.0,5,Married,0,1
2625,70,42607.0,350.0,14.0,25.0,0.21428571428571427,0.14285714285714285,30,3,0.0,1,1,4591,21303.5,2,Single,0,0
2631,42,71853.0,1149.0,17.0,67.58823529411765,0.11764705882352941,0.058823529411764705,29,1,0.0,0,0,4784,71853.0,3,Married,0,0
2632,70,50501.0,500.0,20.0,25.0,0.25,0.35,10,6,0.2,2,1,4743,16833.666666666668,3,Married,0,1
2634,45,16653.0,69.0,9.0,7.666666666666667,0.2222222222222222,0.3333333333333333,10,6,0.0,1,1,4439,8326.5,4,Single,0,1
2639,58,43602.0,68.0,9.0,7.555555555555555,0.3333333333333333,0.3333333333333333,45,6,0.0,2,1,4537,14534.0,3,Single,0,0
2656,53,40851.0,59.0,5.0,11.8,0.2,0.2,63,7,0.0,2,1,4860,13617.0,3,Divorced,0,0
2661,60,18701.0,44.0,10.0,4.4,0.2,0.4,95,5,0.0,2,1,4757,6233.666666666667,3,Single,0,0
2666,52,76234.0,907.0,23.0,39.43478260869565,0.34782608695652173,0.043478260869565216,21,3,0.2,1,1,4510,38117.0,4,Married,0,0
2669,31,74293.0,1127.0,16.0,70.4375,0.3125,0.0625,66,2,0.0,0,0,4423,74293.0,3,Single,0,0
2674,66,75154.0,1143.0,16.0,71.4375,0.375,0.0625,79,3,0.0,1,1,5030,37577.0,4,Single,0,1
2677,68,46097.0,241.0,15.0,16.066666666666666,0.2,0.3333333333333333,11,4,0.0,1,1,4822,23048.5,3,Married,0,0
2678,34,34412.0,209.0,11.0,19.0,0.45454545454545453,0.2727272727272727,62,9,0.0,1,1,4868,17206.0,3,Single,0,0
2681,40,65370.0,461.0,19.0,24.263157894736842,0.10526315789473684,0.05263157894736842,1,1,0.0,0,0,4699,65370.0,2,Married,0,0
2683,55,52413.0,910.0,26.0,35.0,0.23076923076923078,0.15384615384615385,56,6,0.0,2,1,4879,17471.0,3,Married,0,0
2686,55,22390.0,26.0,4.0,6.5,0.25,0.25,49,7,0.0,0,0,4618,22390.0,1,Married,0,0
2694,57,42664.0,24.0,5.0,4.8,0.2,0.2,44,6,0.0,1,1,4470,21332.0,3,Married,0,0
2698,48,47025.0,415.0,17.0,24.41176470588235,0.35294117647058826,0.17647058823529413,52,6,0.0,1,1,4601,23512.5,3,Single,0,0
2711,48,30560.0,31.0,5.0,6.2,0.2,0.2,6,7,0.0,1,1,4734,15280.0,4,Married,0,0
2712,68,71866.0,715.0,20.0,35.75,0.3,0.05,85,3,0.0,1,1,4553,35933.0,3,Married,0,0
2715,58,29435.0,180.0,11.0,16.363636363636363,0.2727272727272727,0.36363636363636365,11,9,0.0,2,1,5059,9811.666666666666,4,Divorced,0,1
2724,43,36143.0,19.0,4.0,4.75,0.0,0.25,33,3,0.0,1,1,4458,18071.5,4,Single,0,0
2727,51,57100.0,409.0,13.0,31.46153846153846,0.23076923076923078,0.07692307692307693,19,3,0.0,0,0,4574,57100.0,3,Married,0,0
2730,69,80317.0,1231.0,18.0,68.38888888888889,0.16666666666666666,0.05555555555555555,64,1,0.0,0,0,4680,80317.0,3,Single,0,0
2736,46,73807.0,849.0,23.0,36.91304347826087,0.21739130434782608,0.08695652173913043,88,2,0.0,1,1,4910,36903.5,3,Married,0,0
2740,66,33438.0,90.0,11.0,8.181818181818182,0.18181818181818182,0.36363636363636365,81,5,0.0,2,1,4647,11146.0,5,Widow,0,0
2747,36,67546.0,2126.0,20.0,106.3,0.2,0.05,90,3,0.0,0,0,5034,67546.0,5,Married,0,0
2781,43,72066.0,1792.0,17.0,105.41176470588235,0.23529411764705882,0.058823529411764705,55,2,0.4,0,0,4373,72066.0,3,Single,0,1
2782,63,54456.0,404.0,17.0,23.764705882352942,0.35294117647058826,0.17647058823529413,23,6,0.0,1,1,4720,27228.0,5,Married,0,0
2793,48,70179.0,1034.0,26.0,39.76923076923077,0.2692307692307692,0.11538461538461539,10,5,0.0,1,1,4710,35089.5,5,Divorced,0,0
2795,66,30523.0,13.0,4.0,3.25,0.25,0.25,0,7,0.0,3,1,4730,7630.75,4,Single,0,0
2797,47,72117.0,1073.0,26.0,41.26923076923077,0.34615384615384615,0.038461538461538464,34,5,0.0,1,1,4680,36058.5,3,Married,0,0
2798,47,102160.0,1240.0,26.0,47.69230769230769,0.2692307692307692,0.0,54,4,0.6,0,0,4971,102160.0,5,Married,0,1
2802,32,87000.0,961.0,18.0,53.388888888888886,0.2222222222222222,0.05555555555555555,61,2,0.0,0,0,4928,87000.0,2,Married,0,0
2804,49,46098.0,120.0,11.0,10.909090909090908,0.2727272727272727,0.36363636363636365,86,8,0.0,2,1,5047,15366.0,4,Single,0,1
2807,55,56796.0,1001.0,27.0,37.074074074074076,0.2962962962962963,0.1111111111111111,24,7,0.0,1,1,4865,28398.0,3,Married,0,0
2811,61,48918.0,62.0,7.0,8.857142857142858,0.14285714285714285,0.2857142857142857,21,4,0.0,2,1,4445,16306.0,5,Single,0,0
2814,48,30560.0,31.0,5.0,6.2,0.2,0.2,6,7,0.0,1,1,4734,15280.0,4,Married,0,0
2815,49,33183.0,120.0,9.0,13.333333333333334,0.4444444444444444,0.2222222222222222,46,7,0.0,1,1,4492,16591.5,3,Married,0,0
2826,57,22574.0,37.0,7.0,5.285714285714286,0.2857142857142857,0.2857142857142857,28,7,0.0,3,1,4611,5643.5,3,Married,0,0
2829,69,65210.0,731.0,22.0,33.22727272727273,0.4090909090909091,0.09090909090909091,25,6,0.4,1,1,4478,32605.0,3,Married,0,0
2831,48,78416.0,1179.0,26.0,45.34615384615385,0.2692307692307692,0.07692307692307693,99,3,0.0,1,1,4369,39208.0,3,Married,0,0
2836,52,43269.0,19.0,4.0,4.75,0.25,0.25,61,8,0.0,1,1,4653,21634.5,5,Married,0,0
2849,45,60474.0,1180.0,31.0,38.064516129032256,0.3225806451612903,0.22580645161290322,25,7,0.0,1,1,4821,30237.0,3,Single,0,0
2853,44,51766.0,275.0,12.0,22.916666666666668,0.3333333333333333,0.16666666666666666,74,5,0.0,1,1,4477,25883.0,3,Single,0,0
2861,41,24072.0,23.0,4.0,5.75,0.25,0.25,79,8,0.0,1,1,4806,12036.0,3,Single,0,0
2863,54,51381.5,1052.0,21.0,50.095238095238095,0.09523809523809523,0.2857142857142857,67,7,0.4,3,1,4677,12845.375,3,Single,0,0
2868,75,26518.0,57.0,8.0,7.125,0.25,0.375,33,8,0.0,2,1,4814,8839.333333333334,5,Single,0,1
2870,51,49094.0,502.0,20.0,25.1,0.3,0.25,6,6,0.0,1,1,5013,24547.0,3,Married,0,0
2874,36,35388.0,32.0,5.0,6.4,0.2,0.2,20,7,0.0,1,1,4846,17694.0,2,Divorced,0,0
2875,46,67023.0,906.0,24.0,37.75,0.125,0.041666666666666664,93,2,0.0,0,0,4484,67023.0,3,Married,1,0
2877,50,46014.0,541.0,26.0,20.807692307692307,0.2692307692307692,0.38461538461538464,21,7,0.0,2,1,4891,15338.0,4,Married,0,0
2878,77,67472.0,414.0,15.0,27.6,0.26666666666666666,0.13333333333333333,93,3,0.0,1,1,4641,33736.0,5,Married,0,0
2882,49,67893.0,995.0,16.0,62.1875,0.1875,0.125,31,8,0.0,1,1,5003,33946.5,2,Divorced,0,0
2886,53,74290.0,1217.0,32.0,38.03125,0.3125,0.125,70,6,0.4,1,1,4688,37145.0,4,Divorced,0,0
2891,61,68118.0,928.0,23.0,40.34782608695652,0.34782608695652173,0.08695652173913043,51,6,0.0,1,1,4621,34059.0,3,Divorced,0,0
2894,39,72903.0,2013.0,21.0,95.85714285714286,0.3333333333333333,0.047619047619047616,74,4,0.6,0,0,4610,72903.0,3,Single,0,1
2895,61,49980.0,195.0,11.0,17.727272727272727,0.2727272727272727,0.18181818181818182,79,5,0.0,1,1,4616,24990.0,3,Single,0,0
2902,66,51381.5,45.0,5.0,9.0,0.2,0.2,87,5,0.0,2,1,5031,17127.166666666668,3,Married,0,0
2909,50,78128.0,1264.0,20.0,63.2,0.4,0.1,89,3,0.4,1,1,4497,39064.0,5,Married,0,0
2918,43,28510.0,91.0,9.0,10.11111111111111,0.2222222222222222,0.3333333333333333,72,5,0.0,2,1,4809,9503.333333333334,3,Divorced,0,0
2920,49,52614.0,990.0,16.0,61.875,0.125,0.125,63,8,0.0,1,1,4942,26307.0,5,Single,0,0
2926,72,55951.0,1374.0,23.0,59.73913043478261,0.13043478260869565,0.13043478260869565,62,8,0.4,1,1,5042,27975.5,4,Married,0,0
2928,49,52614.0,990.0,16.0,61.875,0.125,0.125,63,8,0.0,1,1,4942,26307.0,5,Single,0,0
2929,48,20180.0,137.0,8.0,17.125,0.25,0.125,27,7,0.0,0,0,4861,20180.0,3,Single,0,0
2930,46,68092.0,1281.0,20.0,64.05,0.1,0.1,7,5,0.0,0,0,4562,68092.0,4,Single,0,0
2931,46,71847.0,1192.0,22.0,54.18181818181818,0.2727272727272727,0.0,95,3,0.2,0,0,5013,71847.0,3,Divorced,0,0
2936,42,23661.0,23.0,5.0,4.6,0.2,0.2,46,7,0.0,1,1,4574,11830.5,4,Married,0,0
2937,50,68352.0,871.0,25.0,34.84,0.32,0.12,47,6,0.0,1,1,4672,34176.0,5,Single,0,0
2939,54,79419.0,1631.0,15.0,108.73333333333333,0.26666666666666666,0.06666666666666667,96,2,0.0,0,0,4374,79419.0,4,Married,0,0
2942,60,45906.0,486.0,15.0,32.4,0.3333333333333333,0.13333333333333333,20,5,0.2,1,1,4785,22953.0,3,Single,0,0
2945,69,46015.0,46.0,5.0,9.2,0.2,0.2,25,7,0.4,2,1,4444,15338.333333333334,5,Married,0,0
2948,70,62637.0,185.0,10.0,18.5,0.2,0.1,76,2,0.0,1,1,4487,31318.5,4,Divorced,0,0
2952,47,36273.0,76.0,8.0,9.5,0.375,0.25,80,6,0.0,1,1,4441,18136.5,4,Single,0,0
2958,46,28442.0,57.0,10.0,5.7,0.2,0.3,53,4,0.0,2,1,4492,9480.666666666666,3,Married,0,0
2961,42,42081.0,382.0,15.0,25.466666666666665,0.4,0.13333333333333333,86,6,0.2,1,1,4855,21040.5,3,Married,0,0
2963,45,75507.0,1440.0,21.0,68.57142857142857,0.38095238095238093,0.047619047619047616,56,3,0.0,0,0,4425,75507.0,3,Married,0,0
2964,43,26872.0,72.0,5.0,14.4,0.2,0.2,0,6,0.0,0,0,4623,26872.0,3,Married,0,0
2968,81,48948.0,902.0,24.0,37.583333333333336,0.2916666666666667,0.08333333333333333,53,6,0.2,0,0,4880,48948.0,5,Divorced,0,1
2975,48,85606.0,1956.0,24.0,81.5,0.25,0.08333333333333333,89,3,0.2,1,1,4961,42803.0,3,Married,0,0
2980,72,8820.0,35.0,10.0,3.5,0.3,0.4,52,8,0.0,2,1,4831,2940.0,4,Single,0,0
2986,48,30772.0,20.0,4.0,5.0,0.25,0.25,89,6,0.0,2,1,4476,10257.333333333334,3,Married,0,0
2995,67,66636.0,1084.0,17.0,63.76470588235294,0.17647058823529413,0.058823529411764705,64,1,0.0,0,0,4683,66636.0,4,Married,0,0
3005,32,83528.0,1650.0,23.0,71.73913043478261,0.17391304347826086,0.043478260869565216,7,1,0.4,0,0,4426,83528.0,3,Single,0,1
3006,48,30992.0,43.0,5.0,8.6,0.2,0.2,83,7,0.0,1,1,4800,15496.0,3,Divorced,0,0
3007,58,37758.0,40.0,6.0,6.666666666666667,0.16666666666666666,0.3333333333333333,49,8,0.0,2,1,5000,12586.0,3,Married,0,0
3009,62,71670.0,1766.0,15.0,117.73333333333333,0.3333333333333333,0.06666666666666667,8,6,0.6,0,0,4722,71670.0,5,Widow,0,1
3010,35,88420.0,2069.0,20.0,103.45,0.2,0.05,87,1,0.6,0,0,4425,88420.0,4,Married,0,0
3011,59,69139.0,227.0,11.0,20.636363636363637,0.36363636363636365,0.09090909090909091,23,4,0.0,1,1,4520,34569.5,3,Married,0,0
3025,66,49967.0,306.0,15.0,20.4,0.4,0.2,4,7,0.0,1,1,4723,24983.5,3,Single,0,0
3032,40,24570.0,193.0,11.0,17.545454545454547,0.36363636363636365,0.2727272727272727,97,9,0.0,1,1,4854,12285.0,3,Married,0,0
3033,61,38620.0,318.0,11.0,28.90909090909091,0.18181818181818182,0.09090909090909091,56,3,0.0,0,0,4781,38620.0,4,Married,0,0
3037,41,50150.0,410.0,16.0,25.625,0.3125,0.125,32,5,0.0,0,0,4741,50150.0,5,Married,0,0
3050,58,54198.0,235.0,16.0,14.6875,0.1875,0.375,13,4,0.0,2,1,4561,18066.0,3,Married,0,0
3056,46,63693.0,1150.0,29.0,39.6551724137931,0.3793103448275862,0.10344827586206896,63,6,0.0,1,1,4625,31846.5,3,Divorced,0,0
